Citing,Cited
US06009674,US04417426
US06009674,US04546581
US06009674,US05660017
US06009675,US04154419
US06009675,US04470232
US06009675,US04971281
US06009675,US05063715
US06009675,US05209035
US06009675,US05487246
US06009675,US05511349
US06009675,US05586593
US06009675,US05806258
US06009676,US04185422
US06009676,US04423573
US06009676,US04535577
US06009676,US04619486
US06009676,US04631881
US06009676,US04685255
US06009676,US04731960
US06009676,US04883330
US06009676,US05062246
US06009676,US05134826
US06009676,US05142832
US06009676,US05175969
US06009676,US05209035
US06009676,US05287666
US06009676,US05309686
US06009676,US05394658
US06009676,US05400560
US06009676,US05406760
US06009677,US03983673
US06009677,US04211045
US06009677,US04387544
US06009677,US04388874
US06009677,US04442648
US06009677,US04533362
US06009677,US04649682
US06009677,US04676035
US06009677,US04759160
US06009677,US04858411
US06009677,US04974383
US06009677,US05016411
US06009677,US05065558
US06009677,US05220761
US06009677,US05248549
US06009677,US05515659
US06009677,US05845441
US06009678,US05685116
US06009678,US05809721
US06009679,US04047350
US06009679,US04115969
US06009679,US04807413
US06009679,US04903477
US06009679,US05020289
US06009679,US05060432
US06009679,US05182892
US06009680,US04012867
US06009680,US04110951
US06009680,US04860489
US06009680,US05107654
US06009680,US05179799
US06009681,US04027454
US06009681,US04297048
US06009681,US04455805
US06009681,US04464821
US06009681,US04561230
US06009681,US04726165
US06009681,US04766707
US06009681,US04862667
US06009681,US05619836
US06009681,US05653079
US06009681,US05758465
US06009682,US03992838
US06009682,US04142814
US06009682,US04216634
US06009682,US04566231
US06009682,US04617217
US06009682,US04795666
US06009682,US05209036
US06009682,US05396739
US06009682,US05396740
US06009682,US05448869
US06009682,US05508103
US06009682,US05678381
US06009683,US04009550
US06009683,US04034535
US06009683,US04606167
US06009683,US04696136
US06009683,US04823533
US06009683,US05150554
US06009683,US05335471
US06009684,US04547339
US06009684,US04734268
US06009684,US04989392
US06009684,US05040354
US06009684,US05044140
US06009684,US05173259
US06009684,US05591396
US06009684,US05630310
US06009685,US03975795
US06009685,US05005726
US06009685,US05154308
US06009685,US05277015
US06009686,US04660282
US06009686,US05148969
US06009686,US05268059
US06009686,US05454900
US06009686,US05496432
US06009686,US05715592
US06009687,US03869828
US06009687,US03888443
US06009687,US03962503
US06009687,US04043077
US06009687,US04054697
US06009687,US04091925
US06009687,US04113100
US06009687,US04118890
US06009687,US04189868
US06009687,US04216620
US06009687,US04280314
US06009687,US04297811
US06009687,US04333267
US06009687,US04347686
US06009687,US04380564
US06009687,US04400910
US06009687,US04413725
US06009687,US04546875
US06009687,US04621733
US06009687,US04640079
US06009687,US04733521
US06009687,US04765464
US06009687,US04771573
US06009687,US04773182
US06009687,US04801014
US06009687,US04835834
US06009687,US04941572
US06009687,US04980209
US06009687,US05073161
US06009687,US05105599
US06009687,US05111638
US06009687,US05120382
US06009687,US05152100
US06009687,US05181364
US06009687,US05199242
US06009687,US05205108
US06009687,US05228234
US06009687,US05235782
US06009687,US05239775
US06009687,US05249407
US06009687,US05259106
US06009687,US05307606
US06009687,US05315785
US06009687,US05353575
US06009687,US05361482
US06009687,US05388695
US06009687,US05493809
US06009687,US05496251
US06009687,US05496252
US06009687,US05647168
US06009687,US05758472
US06009688,US04104774
US06009688,US04280314
US06009688,US04324087
US06009688,US04987724
US06009688,US05064970
US06009688,US05293501
US06009689,US04097039
US06009689,US04201029
US06009689,US04240854
US06009689,US04418514
US06009689,US04427404
US06009689,US04499707
US06009689,US04547184
US06009689,US04597748
US06009689,US04603817
US06009689,US04716706
US06009689,US04896475
US06009689,US04941374
US06009689,US05036977
US06009689,US05064179
US06009689,US05087140
US06009689,US05104366
US06009689,US05177934
US06009689,US05290226
US06009689,US05529564
US06009690,US03927194
US06009690,US04215104
US06009690,US04880585
US06009690,US05009896
US06009690,US05049333
US06009690,US05520929
US06009691,US03874145
US06009691,US03937645
US06009691,US04167092
US06009691,US05117613
US06009691,US05152418
US06009691,US05379572
US06009691,US05624057
US06009692,US04320828
US06009692,US04907503
US06009692,US05429581
US06009692,US05503066
US06009693,US05271211
US06009694,US04182100
US06009694,US04224784
US06009694,US05301757
US06009694,US05317807
US06009694,US05351762
US06009694,US05408816
US06009694,US05626006
US06009694,US05829236
US06009695,US04174604
US06009695,US05070685
US06009695,US05251428
US06009696,US03892061
US06009696,US04063406
US06009696,US04291526
US06009696,US04299081
US06009696,US04546602
US06009696,US05067314
US06009696,US05161358
US06009696,US05339612
US06009696,US05355667
US06009696,US05423166
US06009696,US05557883
US06009697,US03901010
US06009697,US05161360
US06009697,US05431001
US06009698,US05551223
US06009698,US05694757
US06009699,US04084399
US06009699,US04183200
US06009699,US04606392
US06009699,US05145172
US06009700,US04150530
US06009700,US05509261
US06009700,US05509262
US06009701,US04193741
US06009701,US04201513
US06009701,US04452567
US06009701,US04475869
US06009701,US05433584
US06009702,US04894985
US06009702,US05039171
US06009702,US05297387
US06009702,US05782434
US06009702,US05806302
US06009703,US04023360
US06009703,US04817385
US06009703,US05085050
US06009703,US05201802
US06009703,US05855113
US06009704,US05426936
US06009704,US05440880
US06009704,US05617726
US06009704,US05657630
US06009704,US05671600
US06009704,US05771868
US06009704,US05802846
US06009704,US05806308
US06009705,US04381832
US06009705,US05014816
US06009705,US05040495
US06009705,US05377629
US06009705,US05424494
US06009705,US05572966
US06009706,US04022019
US06009706,US05572868
US06009706,US05606857
US06009706,US05689954
US06009707,US03934964
US06009707,US03953971
US06009707,US04326132
US06009707,US04498294
US06009707,US04715182
US06009707,US05430333
US06009707,US05873249
US06009708,US04204405
US06009708,US04215545
US06009708,US04227587
US06009708,US04416187
US06009708,US04534169
US06009708,US04592454
US06009708,US04724673
US06009708,US04731997
US06009708,US04754603
US06009708,US04813234
US06009708,US04813510
US06009708,US04974994
US06009708,US05211196
US06009708,US05579868
US06009709,US03868868
US06009709,US03925989
US06009709,US04388912
US06009709,US04426848
US06009709,US04495929
US06009709,US04608955
US06009709,US04762109
US06009709,US04956973
US06009709,US05517976
US06009709,US05704340
US06009709,US05740785
US06009709,US05794445
US06009709,US05802846
US06009710,US04470390
US06009710,US04603552
US06009710,US05105779
US06009710,US05299423
US06009710,US05502966
US06009710,US05694899
US06009711,US04132075
US06009711,US04542625
US06009711,US05038567
US06009711,US05400598
US06009711,US05531073
US06009711,US05671601
US06009711,US05694772
US06009712,US04338577
US06009712,US04884279
US06009712,US04947648
US06009712,US05267252
US06009712,US05392303
US06009712,US05446750
US06009712,US05522225
US06009713,US04738119
US06009713,US04949375
US06009713,US04964282
US06009713,US04998415
US06009713,US05255390
US06009713,US05367788
US06009713,US05438707
US06009715,US05222378
US06009715,US05243827
US06009715,US05685163
US06009715,US05813249
US06009716,US05197299
US06009716,US05228306
US06009717,US04835981
US06009717,US05027614
US06009717,US05094089
US06009717,US05125239
US06009717,US05140830
US06009717,US05237826
US06009717,US05775112
US06009718,US04771609
US06009718,US05279445
US06009718,US05444200
US06009718,US05531079
US06009719,US04109569
US06009719,US04205536
US06009719,US04576014
US06009719,US04576215
US06009719,US04646809
US06009719,US04881379
US06009719,US04912943
US06009719,US04972681
US06009719,US04989416
US06009719,US05156008
US06009719,US05520012
US06009719,US05551251
US06009719,US05878582
US06009720,US04462304
US06009720,US05718123
US06009720,US05735138
US06009720,US05755112
US06009720,US05775124
US06009721,US04823864
US06009721,US05345786
US06009721,US05421173
US06009721,US05463880
US06009721,US05490398
US06009721,US05787720
US06009721,US05787726
US06009721,US05806325
US06009723,US04072023
US06009723,US04439220
US06009723,US04448595
US06009723,US04453957
US06009723,US04796431
US06009723,US04854954
US06009723,US04927441
US06009723,US04936099
US06009723,US04966002
US06009723,US05098457
US06009723,US05146756
US06009723,US05165245
US06009723,US05222365
US06009723,US05385024
US06009723,US05421166
US06009723,US05806342
US06009724,US04358541
US06009724,US04689212
US06009724,US04715878
US06009724,US04756746
US06009724,US04783214
US06009724,US05157685
US06009724,US05637127
US06009725,US04629489
US06009725,US04778505
US06009725,US05171347
US06009725,US05228894
US06009725,US05250099
US06009725,US05284501
US06009725,US05344476
US06009725,US05346522
US06009726,US04632691
US06009726,US04738704
US06009726,US04746348
US06009726,US04778506
US06009726,US04828598
US06009726,US04918946
US06009726,US05286271
US06009726,US05669952
US06009726,US05713976
US06009726,US05833729
US06009727,US03877915
US06009727,US03914120
US06009727,US04009018
US06009727,US04010021
US06009727,US04070174
US06009727,US04362544
US06009727,US04427431
US06009727,US04443241
US06009727,US04448600
US06009727,US04449996
US06009727,US04486215
US06009727,US04529429
US06009727,US04599099
US06009727,US04606746
US06009727,US04610712
US06009727,US04770687
US06009727,US04783746
US06009727,US04978380
US06009727,US05019147
US06009727,US05275638
US06009727,US05445662
US06009727,US05562751
US06009727,US05569313
US06009727,US05578105
US06009727,US05824131
US06009728,US04251254
US06009728,US04391622
US06009728,US04685948
US06009728,US04721518
US06009728,US04921519
US06009728,US05026415
US06009728,US05171348
US06009728,US05380349
US06009728,US05700307
US06009728,US05759221
US06009729,US03965940
US06009730,US04533216
US06009730,US05520029
US06009730,US05528913
US06009730,US05606879
US06009731,US04437692
US06009731,US04581907
US06009731,US04742701
US06009731,US04911486
US06009731,US05154458
US06009731,US05307653
US06009731,US05388435
US06009731,US05737946
US06009731,US05743118
US06009731,US05791702
US06009732,US03940886
US06009732,US04083590
US06009732,US04130306
US06009732,US04167280
US06009732,US04437693
US06009732,US04624490
US06009732,US04709950
US06009732,US04741563
US06009732,US04801163
US06009732,US04819976
US06009732,US04824150
US06009732,US04865367
US06009732,US04946207
US06009732,US04961330
US06009732,US04968070
US06009732,US04974890
US06009732,US04976476
US06009732,US04978151
US06009732,US05011199
US06009732,US05024070
US06009732,US05042851
US06009732,US05067757
US06009732,US05085475
US06009732,US05169185
US06009732,US05219385
US06009732,US05340171
US06009732,US05412961
US06009732,US05464259
US06009732,US05517176
US06009732,US05527074
US06009732,US05605362
US06009732,US05890752
US06009733,US05035569
US06009733,US05058724
US06009734,US04418556
US06009734,US04635466
US06009734,US04730474
US06009734,US04738814
US06009734,US05022135
US06009734,US05097689
US06009734,US05233864
US06009734,US05299444
US06009734,US05396786
US06009734,US05499520
US06009734,US05630334
US06009734,US05644829
US06009735,US04571971
US06009735,US04953377
US06009736,US04005830
US06009736,US04019865
US06009736,US04297865
US06009736,US04306438
US06009736,US04442690
US06009736,US04491005
US06009736,US04761983
US06009736,US05329688
US06009737,US03964290
US06009737,US03974676
US06009737,US04027522
US06009737,US04063441
US06009737,US04080814
US06009737,US04086803
US06009737,US04088007
US06009737,US04130004
US06009737,US04178788
US06009737,US04193607
US06009737,US04201073
US06009737,US04214766
US06009737,US04232813
US06009737,US04251084
US06009737,US04269054
US06009737,US04289012
US06009737,US04309041
US06009737,US04352285
US06009737,US04495788
US06009737,US04625531
US06009737,US04635464
US06009737,US04732025
US06009737,US04744233
US06009737,US04750346
US06009737,US04760726
US06009737,US04768269
US06009737,US04867463
US06009737,US04870849
US06009737,US04916952
US06009737,US04959984
US06009737,US04989435
US06009737,US05008555
US06009737,US05113683
US06009737,US05149111
US06009737,US05195343
US06009737,US05343725
US06009737,US05406821
US06009737,US05429375
US06009737,US05481891
US06009738,US04019356
US06009738,US04026137
US06009738,US05676013
US06009739,US04014209
US06009739,US04120194
US06009739,US04751501
US06009739,US05036698
US06009739,US05200628
US06009739,US05376278
US06009739,US05395411
US06009739,US05477731
US06009739,US05743940
US06009739,US05783608
US06009740,US04637481
US06009741,US04802144
US06009741,US04920808
US06009742,US04036592
US06009742,US04329874
US06009742,US04416911
US06009742,US05057483
US06009742,US05265417
US06009742,US05444974
US06009742,US05476001
US06009742,US05505837
US06009742,US05670949
US06009742,US05698771
US06009742,US05889196
US06009743,US04335610
US06009743,US04492041
US06009744,US04125805
US06009744,US04325910
US06009744,US05198773
US06009744,US05455507
US06009744,US05510718
US06009744,US05535618
US06009745,US04758366
US06009745,US04976311
US06009745,US05170840
US06009745,US05574213
US06009746,US05146902
US06009746,US05297529
US06009746,US05349935
US06009746,US05383437
US06009746,US05411004
US06009746,US05460141
US06009746,US05467641
US06009746,US05474050
US06009746,US05483942
US06009746,US05495749
US06009746,US05499614
US06009746,US05616836
US06009746,US05635630
US06009746,US05641899
US06009746,US05644072
US06009746,US05651350
US06009746,US05803056
US06009746,US05817925
US06009747,US03900449
US06009747,US04198207
US06009747,US04221125
US06009747,US04251809
US06009747,US04257775
US06009747,US04439491
US06009747,US04589277
US06009747,US04608859
US06009747,US04790180
US06009747,US04852400
US06009747,US04920792
US06009747,US04963273
US06009747,US05182942
US06009747,US05205164
US06009747,US05279971
US06009747,US05415024
US06009747,US05433105
US06009747,US05452601
US06009747,US05518933
US06009747,US05519214
US06009747,US05527627
US06009747,US05546798
US06009747,US05635458
US06009748,US03971630
US06009748,US04073697
US06009748,US04356967
US06009748,US04572427
US06009748,US04577491
US06009748,US04678752
US06009748,US05154088
US06009748,US05271085
US06009748,US05336866
US06009748,US05456147
US06009748,US05460441
US06009748,US05465610
US06009748,US05466364
US06009748,US05501839
US06009748,US05549473
US06009748,US05597950
US06009748,US05661978
US06009748,US05824886
US06009748,US05891732
US06009749,US05117684
US06009750,US05152692
US06009750,US05259765
US06009750,US05747676
US06009750,US05821415
US06009751,US03941001
US06009751,US04498340
US06009751,US04699006
US06009751,US05203208
US06009751,US05488862
US06009751,US05698783
US06009752,US04658651
US06009752,US04823605
US06009752,US04926155
US06009752,US05438871
US06009752,US05461919
US06009752,US05509308
US06009752,US05522267
US06009752,US05668319
US06009753,US03877313
US06009753,US04094199
US06009753,US04342227
US06009753,US04443932
US06009753,US04483194
US06009753,US04600934
US06009753,US04653326
US06009753,US04663972
US06009753,US04670092
US06009753,US04674319
US06009753,US04679434
US06009753,US04705659
US06009753,US04711128
US06009753,US04736629
US06009753,US04804875
US06009753,US04851080
US06009753,US04873868
US06009753,US04879914
US06009753,US04882933
US06009753,US04891255
US06009753,US04891984
US06009753,US04893509
US06009753,US04918032
US06009753,US04920801
US06009753,US04922756
US06009753,US04928203
US06009753,US04930042
US06009753,US04930043
US06009753,US04945765
US06009753,US04977101
US06009753,US04997521
US06009753,US05005413
US06009753,US05008774
US06009753,US05013693
US06009753,US05025346
US06009753,US05054320
US06009753,US05059556
US06009753,US05060039
US06009753,US05060504
US06009753,US05103667
US06009753,US05163325
US06009753,US05253510
US06009753,US05337606
US06009753,US05445006
US06009754,US05617031
US06009754,US05644237
US06009755,US04431007
US06009755,US04604697
US06009755,US04841489
US06009755,US05042305
US06009755,US05245587
US06009756,US04100809
US06009756,US04184374
US06009756,US04522071
US06009756,US04727321
US06009757,US04875135
US06009757,US04982351
US06009757,US05051937
US06009757,US05770802
US06009758,US04182362
US06009758,US04193420
US06009758,US04466290
US06009758,US04711268
US06009758,US04745810
US06009758,US04977917
US06009758,US05036884
US06009758,US05209258
US06009758,US05277224
US06009758,US05449294
US06009758,US05494071
US06009759,US03918294
US06009759,US04114428
US06009759,US04294122
US06009759,US04428240
US06009759,US04471657
US06009759,US04569229
US06009759,US04601207
US06009759,US04602511
US06009759,US04846001
US06009759,US05029480
US06009759,US05131276
US06009759,US05156050
US06009759,US05499540
US06009760,US04019038
US06009760,US04228353
US06009760,US04423623
US06009760,US04659982
US06009760,US04708021
US06009760,US04888547
US06009760,US04976154
US06009760,US05121639
US06009760,US05261282
US06009760,US05502393
US06009760,US05654551
US06009760,US05741979
US06009760,US05837902
US06009761,US03914998
US06009761,US03935735
US06009761,US04015470
US06009761,US04033483
US06009761,US04150767
US06009761,US04195517
US06009761,US04320659
US06009761,US04462261
US06009761,US04646575
US06009761,US04748857
US06009761,US04978029
US06009761,US05090252
US06009761,US05105666
US06009761,US05203366
US06009761,US05214966
US06009761,US05257720
US06009761,US05323817
US06009761,US05332011
US06009761,US05351705
US06009761,US05630528
US06009762,US03914994
US06009762,US04599907
US06009762,US04614122
US06009762,US04791254
US06009762,US05021619
US06009762,US05086650
US06009762,US05275042
US06009763,US04219917
US06009763,US04481020
US06009763,US04900222
US06009763,US05112192
US06009763,US05145317
US06009763,US05156524
US06009763,US05158434
US06009764,US04680976
US06009764,US04763508
US06009764,US04884449
US06009764,US05263372
US06009764,US05311763
US06009764,US05517858
US06009765,US03979891
US06009765,US04909090
US06009766,US04037109
US06009766,US04575869
US06009766,US05451375
US06009767,US05355542
US06009768,US04495837
US06009768,US04497222
US06009768,US04653351
US06009768,US04989477
US06009768,US05711409
US06009769,US05695029
US06009770,US05213004
US06009770,US05280999
US06009770,US05634380
US06009771,US04078444
US06009771,US04199997
US06009771,US04226130
US06009771,US04237743
US06009771,US04330137
US06009771,US04543078
US06009771,US04778436
US06009771,US05104358
US06009771,US05246405
US06009771,US05779581
US06009771,US05846148
US06009772,US03927657
US06009772,US03943907
US06009772,US04869220
US06009772,US05509396
US06009773,US03864981
US06009773,US04248104
US06009773,US04726253
US06009773,US04854236
US06009773,US04955243
US06009773,US05544537
US06009773,US05544576
US06009775,US04273229
US06009775,US04316512
US06009775,US04505170
US06009775,US04871033
US06009775,US04892013
US06009775,US05076120
US06009775,US05095784
US06009775,US05158354
US06009775,US05412546
US06009775,US05568849
US06009776,US04455896
US06009776,US04620458
US06009776,US04813308
US06009776,US04913007
US06009776,US05752418
US06009778,US05860339
US06009779,US04829976
US06009780,US04084463
US06009780,US04467508
US06009780,US04693149
US06009780,US04727783
US06009780,US04794684
US06009781,US04009626
US06009781,US04485710
US06009781,US04487377
US06009781,US04640165
US06009781,US04806303
US06009781,US05125302
US06009781,US05367936
US06009781,US05465461
US06009782,US04063478
US06009782,US04414743
US06009782,US04934233
US06009782,US05084972
US06009782,US05123317
US06009782,US05158001
US06009782,US05230269
US06009782,US05379668
US06009782,US05638731
US06009782,US05819619
US06009783,US03949631
US06009783,US04267753
US06009783,US04387583
US06009783,US04574608
US06009783,US04599885
US06009783,US04601190
US06009783,US04615204
US06009783,US04672831
US06009783,US04951537
US06009783,US05052208
US06009783,US05077998
US06009783,US05168738
US06009783,US05247862
US06009783,US05349843
US06009783,US05628224
US06009784,US04257298
US06009784,US04266112
US06009784,US04607552
US06009784,US04638701
US06009784,US04737904
US06009784,US04922775
US06009784,US05099732
US06009785,US04085878
US06009785,US04472988
US06009785,US04693151
US06009785,US04735034
US06009785,US04949606
US06009785,US04975781
US06009785,US05000069
US06009785,US05058474
US06009785,US05121663
US06009785,US05165314
US06009785,US05203246
US06009785,US05301579
US06009785,US05431077
US06009786,US04072075
US06009786,US04085504
US06009786,US04436025
US06009786,US04569280
US06009786,US05129159
US06009786,US05142973
US06009786,US05343623
US06009786,US05388489
US06009786,US05463943
US06009786,US05533269
US06009787,US04297927
US06009787,US04373980
US06009787,US04491307
US06009787,US04619448
US06009787,US05005618
US06009787,US05105696
US06009788,US03883097
US06009788,US04043525
US06009788,US04246472
US06009788,US04399968
US06009788,US04516606
US06009788,US04671314
US06009788,US05054521
US06009788,US05365978
US06009788,US05370358
US06009788,US05487322
US06009788,US05583312
US06009788,US05704588
US06009789,US03859892
US06009789,US03867239
US06009789,US04757742
US06009789,US05686689
US06009789,US05705764
US06009790,US04198454
US06009790,US04445693
US06009790,US04821620
US06009790,US04822657
US06009790,US04846043
US06009790,US04856791
US06009790,US05273607
US06009790,US05326606
US06009790,US05402703
US06009791,US03889434
US06009791,US03924038
US06009791,US03930452
US06009791,US03958276
US06009791,US04027443
US06009791,US04029838
US06009791,US04057359
US06009791,US04061815
US06009791,US04075386
US06009791,US04079464
US06009791,US04081581
US06009791,US04090005
US06009791,US04115616
US06009791,US04130684
US06009791,US04179979
US06009791,US04198468
US06009791,US04198707
US06009791,US04204026
US06009791,US04232069
US06009791,US04241457
US06009791,US04243719
US06009791,US04312903
US06009791,US04316404
US06009791,US04328277
US06009791,US04352316
US06009791,US04595624
US06009791,US04648136
US06009791,US04667565
US06009791,US04738893
US06009791,US04739690
US06009791,US04774143
US06009791,US04861666
US06009791,US04911061
US06009792,US03878772
US06009792,US05638741
US06009792,US05794519
US06009793,US04467707
US06009793,US04634838
US06009793,US04770090
US06009793,US05165327
US06009793,US05251541
US06009793,US05301600
US06009793,US05485778
US06009794,US03958503
US06009794,US04179214
US06009794,US04282423
US06009794,US04447692
US06009794,US04636949
US06009794,US04812625
US06009794,US04858119
US06009794,US04913038
US06009794,US04920948
US06009794,US05033368
US06009794,US05060559
US06009794,US05073861
US06009794,US05090305
US06009794,US05097113
US06009794,US05101714
US06009794,US05126536
US06009794,US05179891
US06009794,US05232151
US06009794,US05307736
US06009794,US05313876
US06009794,US05331575
US06009794,US05352866
US06009794,US05398597
US06009794,US05398668
US06009794,US05454296
US06009794,US05490449
US06009794,US05528018
US06009794,US05534708
US06009794,US05605091
US06009794,US05617776
US06009794,US05617777
US06009794,US05695671
US06009794,US05776530
US06009794,US05901640
US06009795,US03958503
US06009795,US04287818
US06009795,US04325491
US06009795,US04437159
US06009795,US04508026
US06009795,US04663710
US06009795,US04721094
US06009795,US04742455
US06009795,US04848318
US06009795,US04930408
US06009795,US04997101
US06009795,US05033368
US06009795,US05402712
US06009796,US04176592
US06009796,US05172628
US06009797,US04598690
US06009797,US04810856
US06009797,US04924766
US06009797,US05195425
US06009797,US05333540
US06009797,US05421318
US06009797,US05536518
US06009797,US05649475
US06009797,US05819639
US06009797,US05832811
US06009798,US04862794
US06009798,US05184538
US06009798,US05248514
US06009798,US05410951
US06009799,US05511470
US06009799,US05711212
US06009800,US04142933
US06009801,US04454812
US06009801,US04464985
US06009801,US04817407
US06009801,US05111250
US06009801,US05537922
US06009801,US05562033
US06009801,US05678485
US06009802,US04136432
US06009802,US04337694
US06009802,US04467716
US06009802,US04491279
US06009802,US04782748
US06009802,US04881459
US06009802,US04951885
US06009802,US05647545
US06009802,US05659940
US06009803,US04311550
US06009803,US04485733
US06009803,US04494648
US06009803,US05200129
US06009803,US05558016
US06009804,US05106076
US06009804,US05328169
US06009804,US05342034
US06009804,US05358238
US06009804,US05435544
US06009804,US05551686
US06009804,US05777882
US06009805,US03889594
US06009805,US04170938
US06009805,US04662276
US06009805,US04679500
US06009805,US05619916
US06009806,US04385558
US06009806,US05657691
US06009807,US04011812
US06009807,US04448125
US06009807,US05762333
US06009808,US04403874
US06009808,US04448121
US06009808,US04994975
US06009808,US05142139
US06009808,US05181257
US06009808,US05412577
US06009809,US04329924
US06009809,US04335653
US06009809,US04402269
US06009809,US04734265
US06009809,US05241910
US06009809,US05403036
US06009809,US05454320
US06009809,US05556132
US06009809,US05558366
US06009809,US05576509
US06009809,US05602359
US06009809,US05713597
US06009809,US05732634
US06009810,US03914141
US06009810,US03953258
US06009810,US04100224
US06009810,US04283237
US06009810,US04428786
US06009810,US05074937
US06009810,US05290857
US06009810,US05602361
US06009810,US05616883
US06009810,US05654357
US06009810,US05681904
US06009811,US03964553
US06009811,US04122899
US06009811,US04208966
US06009811,US04438810
US06009811,US04875413
US06009811,US04919050
US06009811,US05582248
US06009812,US04826076
US06009812,US05456410
US06009812,US05657695
US06009812,US05779145
US06009813,US05775232
US06009814,US04782764
US06009814,US04809619
US06009814,US05156095
US06009814,US05237937
US06009814,US05425313
US06009814,US05568775
US06009815,US04257618
US06009815,US04445671
US06009815,US04497390
US06009815,US04592590
US06009815,US04593951
US06009815,US04754713
US06009815,US04784362
US06009815,US05044468
US06009815,US05320047
US06009816,US04288136
US06009816,US04371221
US06009816,US04750794
US06009816,US04869564
US06009816,US04883331
US06009816,US04886326
US06009816,US04951576
US06009816,US05372415
US06009816,US05382088
US06009816,US05454331
US06009816,US05460564
US06009817,US04571261
US06009817,US05199975
US06009818,US04411207
US06009818,US04856441
US06009818,US04864946
US06009818,US05182997
US06009818,US05544605
US06009818,US05622126
US06009818,US05743201
US06009818,US05806446
US06009819,US04220105
US06009819,US04356782
US06009819,US04796552
US06009819,US05090343
US06009820,US03949693
US06009820,US04174671
US06009820,US04286896
US06009820,US04436050
US06009820,US04498412
US06009820,US04652177
US06009820,US04657437
US06009820,US04716847
US06009820,US04735526
US06009820,US04902169
US06009820,US04913591
US06009820,US05038702
US06009820,US05139366
US06009820,US05140924
US06009820,US05188484
US06009820,US05555838
US06009820,US05575592
US06009821,US03895594
US06009821,US04263862
US06009821,US04301006
US06009821,US04359951
US06009821,US04715307
US06009821,US04759397
US06009821,US05160215
US06009822,US03903833
US06009822,US03918389
US06009822,US03970027
US06009822,US04074652
US06009822,US04147125
US06009822,US04175511
US06009822,US04278431
US06009822,US04411630
US06009822,US04412500
US06009822,US04419082
US06009822,US04838821
US06009822,US05146865
US06009822,US05336119
US06009823,US03878807
US06009823,US04809632
US06009823,US05224887
US06009824,US05216972
US06009825,US04024718
US06009825,US04086866
US06009825,US04164195
US06009825,US04222591
US06009825,US04257721
US06009825,US04318641
US06009825,US04347012
US06009825,US04432671
US06009825,US04439068
US06009825,US04601608
US06009825,US04635728
US06009825,US04721415
US06009825,US04733993
US06009825,US04830541
US06009825,US04940362
US06009825,US05041038
US06009825,US05159891
US06009825,US05480521
US06009825,US05704307
US06009826,US04098217
US06009826,US04386575
US06009826,US04721054
US06009826,US04848261
US06009826,US04951593
US06009826,US05074235
US06009827,US04260647
US06009827,US04872947
US06009827,US05000113
US06009827,US05271972
US06009827,US05286518
US06009827,US05319247
US06009827,US05362526
US06009827,US05393708
US06009827,US05426076
US06009827,US05462899
US06009827,US05502006
US06009827,US05593741
US06009828,US04808258
US06009828,US04863549
US06009828,US05057185
US06009828,US05093703
US06009828,US05160397
US06009828,US05324388
US06009828,US05405448
US06009828,US05455061
US06009828,US05468341
US06009828,US05487786
US06009829,US04492845
US06009829,US04609564
US06009829,US04673477
US06009829,US04724058
US06009829,US04849088
US06009829,US04859489
US06009829,US04869203
US06009829,US04924135
US06009829,US04929321
US06009829,US04942844
US06009829,US04978556
US06009829,US05011638
US06009829,US05037522
US06009829,US05045344
US06009829,US05126030
US06009829,US05221349
US06009829,US05234561
US06009829,US05269896
US06009829,US05269898
US06009829,US05279723
US06009829,US05282944
US06009829,US05306408
US06009829,US05317235
US06009829,US05441624
US06009829,US05458754
US06009829,US05468363
US06009829,US05480527
US06009829,US05518597
US06009829,US05580669
US06009829,US05588975
US06009829,US05840163
US06009830,US05356515
US06009830,US05476182
US06009830,US05542559
US06009830,US05556501
US06009830,US05698062
US06009831,US04142004
US06009831,US04493977
US06009831,US04504730
US06009831,US04748135
US06009831,US05160543
US06009831,US05164012
US06009831,US05254171
US06009831,US05329095
US06009831,US05370371
US06009831,US05536918
US06009831,US05683518
US06009832,US03900005
US06009832,US04211184
US06009832,US04292926
US06009832,US04344385
US06009832,US04941433
US06009832,US05054425
US06009832,US05218924
US06009832,US05245947
US06009832,US05443035
US06009832,US05651329
US06009834,US04452177
US06009835,US05133292
US06009835,US05692392
US06009835,US05709166
US06009836,US04649862
US06009836,US04696257
US06009836,US05564364
US06009836,US05755181
US06009837,US05540017
US06009838,US04154196
US06009838,US04201153
US06009838,US04234780
US06009838,US04384461
US06009838,US04850198
US06009838,US04939911
US06009838,US05010845
US06009838,US05031412
US06009838,US05081955
US06009838,US05134969
US06009838,US05213059
US06009838,US05272316
US06009838,US05343712
US06009838,US05557941
US06009838,US05802863
US06009838,US05809936
US06009838,US05887436
US06009838,US05899084
US06009839,US04226474
US06009839,US04537154
US06009839,US04560097
US06009839,US04667624
US06009839,US04848793
US06009839,US05119767
US06009839,US05259338
US06009839,US05325818
US06009839,US05388551
US06009839,US05540403
US06009839,US05562326
US06009839,US05619955
US06009839,US05628548
US06009839,US05676426
US06009839,US05678739
US06009839,US05730498
US06009839,US05732861
US06009839,US05733014
US06009839,US05848741
US06009839,US05909927
US06009839,US05927235
US06009840,US04940042
US06009840,US05029533
US06009840,US05636619
US06009841,US04455543
US06009841,US04515343
US06009841,US04682574
US06009841,US04715330
US06009841,US04715332
US06009841,US04719882
